,sentence_id,words,labels
2569,10784,wasita,s
5505,13742,manaña,adv.
2035,10242,imata,s
12550,20791,"pacha,",s
2068,10275,qaramuy.,v
2632,10847,Qayna,s
6292,14533,Jesúsqa,s
15370,23611,qillqananchikpas,v
5805,14046,pichanapaqqa,v
10230,18471,phawaykachan.,v
13818,22059,llaqtapiqa,s
12366,20607,k'achay,v
1723,9928,purichkan.,v
1862,10067,Iliqtita,s
10362,18603,qaqa,s
13158,21399,q'aytuta,s
6256,14497,atiyllam;,v
3646,11866,awiluy.,s
2091,10298,Llumpayta,adj.
1883,10088,IlukIluta,s
7329,15570,qatatinku.,v
14825,23066,kachipas,s
13548,21789,wasinchiktapas,s
2539,10754,wak,adj.
9111,17352,allin,adj.
3399,11618,raku,adj.
10286,18527,llikllachapi,s
257,8447,Apachitaman,s
14102,22343,yuyayniyuqta,adj.
15237,23478,"wik'uñantin,",s
1347,9548,Mullipa,s
1752,9957,manam,adv.
3541,11761,¡Ama,adv.
3387,11606,achikyarqusqa,s
2215,10422,muskispa,v
7973,16214,qaraywapas.,s
6815,15056,Runapa,s
13397,21638,imatapas,adv.
5484,13720,mikhunawan,s
9976,18217,llamk'aq,adj.
10104,18345,mankachakunatapas,s
8889,13755,pichus,pron.
956,9150,yakuta,s
3273,11491,machu,adj.
8736,16977,Pacha,s
677,8871,Chawpi_tutatam,s
3582,11802,sinqayuqmi,s
3086,11302,qillqay.,v
13656,21897,qarpanapaqqa,v
15258,23499,"mañawanchik,",v
7822,16063,phutillanku.,v
14230,22471,kimsa,adj.
11540,19781,rikhurin.,v
1812,10017,Llatanniyuq,s
5184,13416,allqa,adj.
4971,13197,chukunkuta,s
12083,20324,"lastikumantapas,",s
12467,20708,P'ukuchapiqa,s
8932,17173,"karum,",adj.
10177,18418,llaqwakuspa,v
3283,11501,llamkaq,adj.
414,8606,pitapas,pron.interrog.
11904,20145,Llamataqa,s
2365,10574,Yanukunanpaq,v
3429,11649,Runtuchkanñam,v
6900,15141,unuman,s
2956,11172,purisqanta,s
13131,21372,ch'uñuta,s
11740,19981,wakaqa,s
9936,18177,hamp'atutas,s
6252,9544,Paykunaqa,pron.
8384,16625,mikhurqakapusqa.,v
8661,16902,mikhuspa,v
5433,13669,chayamusqa;,v
9573,17814,chunka,s
11134,19375,¿Mayniqtaq,pron.interrog.
11911,20152,nak'aspa,v
8906,17147,"kawsaqkuna,",s
3401,11620,tiparqun.,v
1771,9976,wata,s
15013,23254,"wayk'uspapas,",adj.
13866,22107,isqunniyuq,adj.
11258,19499,pillita,s
11782,20023,sara,s
8053,16294,wayk'unchik.,v
1987,10194,misita,s
7282,15523,makintinraq,s
7834,16075,ukhunchikmi,s
12776,21017,pantarqusqaku.,v
8935,17176,iskay,det.
2069,10276,Runapa,s
4531,12754,Kuchi,s
12435,20676,phawariyta,v
15290,23531,allinmi,adj.
9148,17389,huk,det.
4011,12234,warmikuna,s
7305,15546,Rakhu,adj.
5023,13249,p'unchawqa,s
2910,11126,kawsan.,v
12705,20946,nin.,v
12082,20323,rurakullanmi,v
9453,17694,mayllaspa,v
4654,12877,winkutam,s
8351,16592,allin,adj.
15047,23288,"huq'urqunman,",v
4061,12284,uhusqanqa.,s
5730,13971,unquy,s
9265,17506,aycha,s
10621,18862,Apaykachanakunaqa,s
2602,10817,pinqachinachu.,v
10537,18778,t'uruwan,s
10053,18294,«¿Imapaqtaq,pron.interrog.
15152,23393,Chakra,s
7892,16133,"Wawakuna,",s
12682,20923,Chay,adj.
6529,14770,t'impuchimuyraq.,v
128,8314,allaqmi,v
7182,15423,¡Hamuy,v
7989,16230,rutunchik.,v
11203,19444,Ñawpataqa,adv.
11413,19654,mirapuwan.,v
5995,14236,"misim,",s
2486,10700,paqtachiyuq,s
6280,14521,Chaka,s
14998,23239,kimsa,adj.
14696,22937,"Imasmari,",adv.
684,8878,¡Chikchi,s
9696,17937,tukukuq,adj.
15213,23454,"kasqa,",v
5107,13335,mana,interj.
13476,21717,ñut'u,adj.
2989,11205,awilunchikkuna,s
8716,16957,aswan,adv.
2604,10819,pinqayllapaq,adj.
6943,15184,hap'ina.,v
2780,10996,muyu,s
12836,21077,aychanchikta,s
8892,17133,mana,adv.
13587,21828,Taytanchikqa,s
9319,17560,waraqupa,s
6062,14303,ch'ulla,adj.
6253,14494,uma,s
2717,10932,Kunan,adv.
6934,15175,ruk'ananchikpas,s
6166,14407,kanirquwan.,v
10908,19149,kacharpariypi,v
3372,11591,Hatun,adj.
12511,20752,yuraqraq,adj.
8322,16563,Llikllataqa,s
9323,17564,millay,adj.
6948,15189,tiyan.,v
1893,10098,papata,s
12680,20921,allintas,adj.
3832,12054,huñunku,v
2321,10530,sipas,adj.
984,9178,qaqchanachu.,v
12766,21007,Pachakutiq,s
2802,11018,puturichkanña.,v
12513,20754,Pachaqa,s
14624,22865,q'ipichaykunku.,v
15146,23387,wasaypi,s
6501,14742,Ima,pron.interrog.
7708,15949,akasqan,v
7374,15615,apamunki.,v
2597,10812,miskita,adj.
12383,20624,chayamuptin,v
7650,15891,hayarqachikusqa,v
5479,13715,sunqu,s
1386,9590,suwata,s
1199,9396,inti,s
15447,23688,sinqanchikmanta,s
3518,11738,Sapallan,adj.
11754,19995,Ruphay,s
7948,16189,huqariyku.,v
10470,18711,Chaymi,conj.
2547,10762,tarpukusun.,v
11548,19789,llaqtakunapiqa,s
14455,22696,¿Pitaq,pron.interrog.
5844,14085,Punakunapi,s
11166,19407,t'ikamuptinqa,v
3456,11676,rutuchiynin,v
15315,23556,hisp'aytas,s
2183,10390,rantimusun.,v
13455,21696,rawrarin.,v
2294,10503,warmiqa,s
970,9164,runataqa,s
471,8665,manam,adv.
6138,14379,ch'unqarqunchik.,v
6297,14538,qhariqa,s
8691,16932,q'ipiykachispa,v
4990,13216,Ñan,s
6349,14590,llamk'asqanmi,v
1787,9992,Sinqantam,s
11089,19330,mat'arispa,v
4688,12911,Ilakipas,s
13764,22005,Suqta,adj.
7872,16113,ruranqaku.,v
6411,14652,risunchik.,v
9598,17839,runtu,s
4080,12303,mikun.,v
8361,16602,Papil,s
11994,20235,tiyan.,v
14834,23075,huk,adj.
11450,19691,qullqi,s
13197,21438,Claudiaqa,s
10814,19055,Sañu,s
12045,20286,allin,adj.
5422,13658,chayamusqa;,v
6034,14275,huñunakuspa,v
14875,23116,chaypaq,adv.
13080,21321,paskarquspa,adj.
14050,22291,nispa.,v
14257,22498,mikhunanku.,v
1562,9767,nakakusun.,v
4241,12464,mamay,s
6730,14971,taytanman,s
12034,20275,aswaraq,adv.
16,25697,ñuqanchikpa,pron.
6756,14997,chiqan,adj.
3450,11670,wañurqun,v
5048,13275,t'uqupiqa,s
11773,20014,pullirata,s
7117,15358,ch'unqata,s
2439,10651,yachay,s
12562,20803,sutuma,s
11970,20211,aswanpas,adv.
9477,17718,misk'illaña.,adj.
9931,18172,wawata,s
2437,10649,Kay,adj.
6001,14242,ch'iqchi,adj.
8363,16604,lawachawanmi,s
15061,23302,Runatataq,s
1248,9445,puyu.,s
2380,10589,Kukata,s
1081,9275,hatun,adj.
6599,14840,mikhunanpaq,v
12165,20406,kamachikuqsi.,v
919,9113,"mikuchina,",v
2125,10332,Kulli,adj.
793,8987,"kananpaq,",v
12732,20973,«ñañáy»,s
13859,22100,kimsa,adj.
2097,10304,rikurqani.,v
7844,16085,kanchaqa,s
6681,14922,rumitapas,s
7019,15260,chutaspam,v
11962,20203,Tapusqa,v
3591,11811,Altusman,s
12624,20865,llikllapi,s
8504,16745,tawa,det.
9637,17878,Chaka,s
8191,16432,phasiyuqta,s
9584,17825,Allqutaqa,s
8391,16632,K'ayrapinqa,s
7070,15311,papapas,s
4028,12251,tuyaqa,s
5030,13256,p'unchawqa,s
8040,16281,hap'ichinchik.,v
14574,22815,misk'i,adj.
10064,18305,lichipa,s
4223,12446,Sarata,s
13185,21426,khuchinman,s
8711,16952,wasikunaqa,s
1409,9613,wakata,s
12765,21006,kasqa.,v
8437,16678,saqarara,s
7873,16114,Llaqta,s
861,9055,China,adj.
12659,20900,hampi,s
12197,20438,hamk'asqa,adj.
9682,17923,mana,adv.
13991,22232,allpakunaman,s
10581,18822,kan,v
6404,14645,qarachi,s
898,9092,manam,adv.
12172,20413,runakunaqa,s
1797,10002,manañam,adv.
9008,17249,llakipim,s
1769,9974,"Ilampullam,",adj.
10525,18766,t'uruwan,s
10646,18887,sutinqa,s
4496,12719,kuyaysapam,adj.
8750,16991,kallpachanchik.,v
404,8596,ruranankupaq,v
9342,17583,allinta,adv.
7360,15601,Amaruwanmi,s
695,8889,Mikuymanta,s
10876,19117,wasi,s
8333,16574,awanku;,v
12093,20334,mayupi,s
6990,15231,churan.,v
5684,13925,Yunta,s
9400,17641,Kirkinchuqa,s
9302,17543,Chay,det.
7545,15786,ña,adv.
14347,22588,¿hayk'a?,pron.interrog.
2814,11030,Puyu,s
10319,18560,"q'illuwan,",s
2161,10368,haywamuway.,v
6528,14769,chikantawan,s
7661,15902,uñata,adj.
12259,20500,ukhunchikmanta,s
6022,14263,Chayrupaqqa,s
5134,13364,aspiqmi,v
2469,10681,Machuyasqanmanhinaqa,adj.
5873,14114,mikhunku.,v
14547,22788,"qarallantinña,",s
12957,21198,manataq,adv.
5999,14240,K'anas,s
13271,21512,chayta,adv.
8163,16404,mikhunku,v
1462,9667,Tunaspa,s
11896,20137,khuyayta,adv.
3229,11446,awasqawan,s
10054,18295,"llamkhapayanki,",v
11361,19602,wichayman,s
11985,20226,tiyan.,v
11072,19313,qurpachasunki.,v
14916,23157,Huch'uyllaraq,adj.
2343,10552,pachakarqamusqa.,v
6791,10427,ñuqawan,pron.
13117,21358,Qucha,s
4858,13082,Tiqtisqa,s
10725,18966,paquchanta,s
5360,13596,churakun.,v
12049,20290,Napaykuyqa,s
12643,20884,wawankuta,s
13236,21477,K'urpaqa,s
5656,8374,piwanpas,pron.
9002,17243,chaymantas,conj.
8555,16796,kuwahurquspa,v
10292,18533,anchata,adv.
497,8691,aywiy,v
10253,18494,urmaspa,v
11288,19529,wawakunaqa,s
7069,15310,chakrapiqa,s
9403,17644,aswan,adv.
3409,11628,wañunmanmi.,v
10106,18347,rurakunku.,v
6032,14273,Paqarin,adv.
8077,16318,inkaqa,s
5340,13576,¡Chay,det.
9975,18216,chakra,s
528,8722,kawsay,v
12988,21229,huk,adj.
12947,21188,hampi.,s
15344,23585,ima,adj.
2855,11071,uqllachkan.,v
3256,11474,qawarqani.,v
13319,21560,yupaypi,s
9944,18185,unqunchik.,v
7241,15482,Wakin,det.
187,8373,Ama,adv.
14201,22442,upyasqan,adj.
10961,19202,kay,det.
1546,9751,yantarqusun.,v
4957,13183,ruphachisqata,adj.
6196,14437,kutimuptiytaq,v
6731,14972,chimpaykun.,v
7607,15848,malliykuchkaspa,v
7444,15685,uyaykitaqa,s
10207,18448,llaqtayuq,s
2421,10633,warmiwanmi,s
14197,22438,wiksanpi,adv.
12520,20761,"pacha,",s
3302,11520,Chinakunallapan,s
8612,16853,tulluymi,s
5623,13864,awkikunatach,s
13747,21988,chayraykutaq,adv.
10804,19045,Tutayaqpi,s
13422,21663,phiwi,adj.
12975,21216,musphankichu!,v
6516,14757,t'impurqachimuy.,v
5645,13886,hatun,adj.
1505,9710,yachayninta,s
11114,19355,musuq,adj.
11321,19562,q'ara,adj.
12735,20976,qhariqa,s
6999,15240,kani.,v
2965,11181,qawanki.,v
12454,20695,chayta,conj.
4060,12283,punchawñam,s
6693,14934,Yuyu,s
3351,11570,Hakutaqa,s
12575,20816,llimp'iyuqmi.,s
8406,16647,Makiypi,s
2324,10533,mikuymi.,v
13658,21899,unuta,s
3360,11579,¡Wawa,s
7726,15967,qayllapipas.,s
4364,12587,Hatunyasqaqa,adj.
10086,18327,llamp'u,adj.
5040,13266,hawirqusunchik.,v
7321,15562,siqsiptinqa,v
11474,19715,hatun,adj.
9197,17438,Wayratawan,s
11873,20114,qhawaspa,v
359,8550,aranwaychatam,s
6388,14629,risunchik.,v
2596,10811,Pinkulluqa,s
1624,9829,runaqa,s
14741,22982,chiri,adj.
1817,10022,Ilikanta,s
9063,17304,llamk'aspaña,v
2849,11065,Limunchata,s
8168,16409,kinuwa,s
73,8259,Achuwiti,s
11919,20160,yawarnintataq,s
3185,11401,Warmapa,s
9303,17544,punkuta,s
5012,13238,Qusquman,s
3766,11987,Suyunchikpa,s
7015,15256,ancha,adv.
6496,14737,Ima,pron.interrog.
3969,12192,hiqipanchikmi.,v
14544,22785,riq,v
4769,12993,yachachiqqa.,s
2788,11004,Putquy,s
6961,15202,iskayniyuq,det.
7428,15669,hawch'atapas,s
10301,18542,q'achu,s
2313,10522,rikuni.,v
3225,11441,quIlqipaqmi.,s
13581,21822,kuti,s
7507,15748,runakunaqa,s
1221,9418,yachachiq,s
15271,23512,huk,adj.
260,8450,rumichata,s
6470,14711,Chaqay,det.
12348,17995,chaytaqa,pron.
11553,19794,Papa,s
3244,11461,pichay.,v
14080,22321,pampaman,s
535,8729,wasi,s
1367,9570,Llaqtapa,s
14270,22511,chanintam,adv.
10311,18552,"q'illuwan,",s
4824,13048,papata,s
14049,22290,kunanri?,adv.
3331,11549,maytupa,s
6385,14626,k'ita,adj.
4388,12611,chumpiwan,s
9329,17570,Sank'ayuqa,s
4331,12554,yachapayan.,v
9994,18235,llallinmi.,v
6013,14254,aruwanpi,s
5455,13691,Apu,adj.
5439,13675,p'achayuqmi,s
14480,22721,tarpunapaqqa,adv.
1254,9451,wasinchikta,s
14337,22578,purututa,s
3285,11503,Qusi,adj.
1102,9296,takichkan.,v
1191,9388,hamkarquy.,v
7675,15916,llamatas,s
2429,10641,Yupayta,s
5525,13764,wachu,s
4574,12797,punchaw,s
10293,18534,waqanku.,v
6620,14861,chhapataqa,s
9261,17502,apaykachanku.,v
13456,21697,Mamayqa,s
6527,14768,huk,det.
2079,10286,Putka,adj.
6223,14464,ch'uwiykuy!,v
15077,23318,"wacharqan,",v
4263,12486,yana,adj.
11797,20038,¿Pitaq,pron.interrog.
14089,22330,puchuq,s
9308,17549,Sank'ayuqa,s
1594,9799,kumuchisunkimanchu!,v
14014,22255,"kawsanmi,",v
449,8642,yachay,v
4720,12943,Amaru,s
9097,17338,hatun,adj.
3423,11642,kan.,v
1815,10020,miskisum.,adj.
9648,17889,ancha,adv.
1240,9437,ichuta,s
7821,16062,misk'iyuqtapas,s
11226,19467,qullqinkutaqa,s
9530,17771,kulli,adj.
11628,19869,ichhuta,s
10873,19114,manam,adv.
13357,21598,hina,adv.
4377,12600,pisqukunalla,s
9827,18068,mana,adv.
8206,16447,isqunniyuqqa,s
8643,16884,ch'akirinanpaqmi,v
8652,16893,k'uykataqa,s
12900,21141,misk'ita,adj.
2612,10827,piñam,adj.
4808,13032,Sapa,adj.
667,8861,Kunturqa,s
15393,23634,manam,adv.
9489,17730,kuchurquspa,v
2137,10344,Chiya,s
11765,20006,Mamayqa,s
3744,11965,aychata,s
10383,18624,ninku,v
6091,14332,umanchiktapas,s
10279,18520,chinkachikuq,adj.
6,22848,pich,pron.
13482,21723,chaytataq,adv.
1096,9290,puchqullipaq,s
7252,15493,risaqku.,v
8471,16712,waqaychayta,v
6486,14727,charapa,s
10870,19111,maqarqusqa.,v
10837,19078,llaqta,s
2707,10922,apaqku.,v
9485,17726,t'uqyarquptinqa,v
2887,11103,purinmi.,v
1833,10038,awaspa,v
11659,19900,ñawichayuq.,s
13025,21266,q'achutapas,s
11187,19428,wañusqa,adj.
10463,18704,"munaptiymi,",v
482,8676,manam,adv.
228,8416,waratam,s
11995,20236,Hat'aquqa,s
12310,20551,sallqakunapa,s
4434,12657,manam,adv.
7370,15611,puñunanmanta,s
11085,19326,ch'unqaspa,v
13281,21522,timpusqa,adj.
5095,13322,Akllakunaqa,s
4362,12585,wallqata,s
8587,16828,Uqa,s
15296,23537,llaqtapi,s
6932,15173,ruk'ananchikpas,s
6949,15190,Wallpataqa,s
6423,14664,chamqana.,v
1176,9372,puyu.,s
11015,19256,Kay,det.
7729,15970,"hatun,",adj.
4527,12750,watuwan,s
10136,18377,San,adj.
567,8761,hinaspa,conj.
3676,11897,kasqa.,v
3898,12120,Yanusqa,s
9970,18211,sutiyanku.,v
10097,18338,pukllanankupaq,v
9307,17548,hurqumuychik.,v
14913,23154,kuti,s
6390,14631,runakunaqa,s
6431,14672,chanintam,s
4413,12636,sara,s
4749,12973,Urayman,adv.
14220,22461,mikhuyqa,s
11480,19721,yupaychaspa,v
10244,18485,llik'irqukusqa.,v
2080,10287,mayuta,s
2566,10781,tarpuchwan.,v
542,8736,wata,s
2428,10640,pantarquni.,v
1858,10063,quchatam,s
4414,12637,qispin.,v
15319,23560,t'impuchispa,adv.
689,8883,Lawaman,s
2385,10594,supay,adj.
6057,14298,kasqaku;,v
7147,15388,aychata,s
13933,22174,sumaq,adj.
2347,10556,pachata!,s
12198,20439,hampi,s
11991,17949,imatapas,pron.
6403,14644,quchapiqa,s
13803,22044,kawsaqkunatataq,s
7233,15474,Chakrapi,s
11960,20201,rin?,v
1468,9673,tuparqunchik.,v
2020,10227,yanqapuniqa,adj.
10074,18315,wawakunataqa,s
503,8697,paraptinqa,v
5208,13440,kawsan.,adj.
2135,10342,umaykipi,s
11318,19559,tiyan.,v
13704,21945,Pukllay,s
10367,18608,ancha,adv.
8021,16262,pacha,s
7559,15800,Allqutaqa,s
154,8340,Allqutaqa,s
10722,18963,Mama,s
8001,16242,ch'allana.,v
5949,14190,warmiqa,s
7547,13176,ñuqataq,pron.
167,8353,Allqu,s
4202,12425,allquqa,s
7055,15296,chayraykus,conj.
4228,12451,ustuchiy,v
1711,9916,mikun.,v
868,9062,Ulluku,s
5160,13391,Pacha,s
12132,20373,wiksanchikta,s
10699,18940,qarakuchkaspa,v
7719,15960,chikallapi,s
2508,10722,uywakumani,v
1790,9995,llaquita,s
2017,10224,waqtarqun.,v
1333,9530,millwata,s
5584,13825,t'uqumanmi,s
12554,20795,chaki,s
13547,21788,Yachana,s
7753,15994,napaykuyqa,s
2927,11143,anacha,s
9882,18123,"puriykachanachu,",v
6655,14896,unupas,s
6169,14410,puñurquspa,v
349,8540,Kuchupi,s
15332,23573,sapa,adv.
641,8835,aychatas,s
11611,19852,paqariq,adj.
12167,20408,qillqay,v
949,9143,unquy,s
8412,16653,challwachatapas,s
1551,9756,papapa,s
13196,21437,qarachkasqa.,v
7718,15959,huk,det.
6183,14424,allintachu,adv.
14248,22489,wawachayqa,s
12768,21009,panakanqa,s
9516,17757,"punkin,",v
8600,16841,papayuqta,s
2218,10426,musquyniypi,s
4938,13163,rurasqanta,s
5197,13429,wakataqa,s
8151,16392,"rinriyuq,",s
5785,14026,kusikuyña,s
2451,10663,tutapayta,s
8984,17225,kawsarimullantaq.,v
13342,21583,mana,adv.
5923,14164,ruk'i,s
12315,20556,runaqa,s
8405,16646,k'ikunkuchu.,v
2609,10824,Wak,adj.
2908,11124,ranra,adj.
10385,18626,takana»,v
5880,14121,mikhunku.,v
9782,18023,Ruphay,s
7348,15589,p'unchawllapi,s
13565,21806,runaman,s
890,9084,chayasqaraqchu.,v
14395,22636,awaykunapipas,s
361,8552,takin.,v
3851,12073,Manka,s
11596,19837,aqhapaq,s
7131,15372,ch'iri,adj.
8995,17236,kawsarimullantaq.,v
1390,9594,miskillañam,adj.
8751,16992,Wasinchikpiqa,s
12004,20245,payllamanta,s
9013,17254,Runapas,s
14218,22459,Siwullayuq,s
7683,15924,llamatas,s
7897,16138,tayta,s
1765,9970,llamputa,s
10553,18794,yaykunchikpas,v
14176,22417,runaqa,s
9226,17467,tiempo,s
5590,13831,t'uqumanmi,s
9700,17941,tulluchapipas,s
6203,14444,llakipas,s
14670,22911,mikhuq,s
11452,19693,mit'api,s
6911,15152,unuman,s
9067,17308,hatun,adj.
5161,13392,Mama,s
13996,22237,Puku,s
4050,12273,allinmi.,adj.
9591,17832,kunkanmanta,s
783,8977,qisanpi,s
3581,11801,Allin,adj.
4569,12792,qillqa,s
4150,12373,uyanchiktaqa,s
3075,11291,chunka,num
11590,19831,wawakunaqa,s
6989,15230,runtullata,s
2405,10615,panakayku,s
2231,10440,wayra,s
11928,17760,ima,pron.
12464,20705,pataman,s
15422,23663,kasunchik.,v
11981,20222,sutiyuq.,s
11903,20144,waqanpas.,v
1239,9436,waylla,adj.
10872,19113,maqayqa,s
1443,9648,Kay,adj.
11992,20233,Lima,s
4717,12940,Wira,s
13037,21278,Mama,s
4008,12231,tuspan.,v
577,8771,sarapa,s
5985,14226,umaytam,s
10256,18497,llik'irqukusqa.,v
6802,15043,Sara,s
1145,9339,¿Pitaq,pron.interrog.
14044,22285,kayqa»,adj.
11594,19835,hamk'ata,s
8545,16786,wasi,s
3114,11330,qipaman,adv.
13919,22160,ñawray,adj.
15368,23609,simipi,s
1745,9950,manam,adv.
6664,14905,unupas,s
8972,17213,q'aytuta,s
10389,18630,wasipim,s
13630,21871,t'ikamanta,s
4255,12478,karqa.,v
161,8347,Kay,det.
4874,13098,wawallaraq,adj.
14684,22925,"Imasmari,",adv.
13592,21833,kasqa.,v
1888,10093,Wak,adj.
469,8663,Allqu,s
5698,13939,"hamuchkan,",v
9048,17289,kawsaychu.,s
8842,17083,uywata,s
8817,17058,mankatapas,s
4870,13094,qarichatawan,s
2867,11083,tanta,s
1729,9934,warayuqmi,s
10969,19210,mamanchiktapas,s
11526,19767,uyaypiqa,s
3419,11638,kan.,v
10751,18992,Mamanchik,s
7677,15918,¿Hinaqa?,conj.
7201,15442,pachamanta,s
7956,16197,huqarin»,v
4442,12665,waqatim,adj.
4999,13225,chayasqa.,v
865,9059,chupinmi,s
8461,16702,waqaychayta,v
2806,11022,qayananchikpaq.,v
5022,13248,Kunan,s
5754,13995,llaqtata,s
13237,21478,makiwan,s
14693,22934,kanman?,v
7663,15904,sapa,det.
2316,10525,ñunanta,s
19,25937,"ñuqanchikri,",pron.
5431,13667,api,adj.
1913,10119,aparqusqa.,v
4845,13069,chayamuchkanña.,v
6538,14779,chawpi,adv.
1480,9685,Sapa,adj.
3639,11859,warminman,s
4387,12610,Kay,adj.
14254,22495,kallpayuq,adj.
14643,22884,ima,adj.
3060,11276,unquchiwanchikmi.,v
8147,16388,"chakiyuq,",s
9736,17977,wak,det.
5786,14027,"kaptinpas,",v
4182,12405,hampinapaq.,v
5670,13911,ancha,adv.
1411,9615,Tayta,s
2359,10568,Pakisqa,adj.
12101,20342,Ñaqhallam,adv.
10654,18895,p'unchawkunapipas,s
8809,17050,llaqtapiqa,s
12779,21020,Yawri,s
3380,11599,Rinri,s
13989,22230,Ñawpaqqa,adj.
11884,20125,Puchka.,s
10591,18832,«Turu,s
11124,19365,Azángaro,s
11494,19735,allin,adj.
2581,10796,mikunanta,s
10997,19238,qharipa,s
3983,12206,yakuta,s
3607,11827,llumpaytam,adj.
10563,18804,qayllanman,adv.
13650,21891,Sara,s
4477,12700,"kachaykunkichu,",v
11003,19244,nispa,v
4423,12646,unquywan,s
6586,14827,hawaswanmi,s
2916,11132,kaq,v
13367,21608,paya,s
11077,19318,huk,det.
7129,15370,mach'aqway,s
13305,21546,pukyuman,s
2309,10518,Wañuq,s
8054,13340,paykunaqa,pron.
11343,19584,"kan,",v
3069,11285,Chanka,s
5363,13599,kay,adv.
12714,20955,huk,adj.
5111,13339,"kasqaku,",v
15295,23536,Marka,s
5156,13387,kaqtaq,conj.
15257,23498,qullqita,s
4455,12678,Uwihanchikta,s
12509,20750,allpa,s
5531,13770,hamusaqmi.,v
9898,18139,lat'aspaña,v
9237,17478,tiempo,s
7050,15291,llullakunachu.,v
13661,21902,phuspuruta,s
9872,18113,t'uruwanraq,s
9708,14606,Ñuqaqa,pron.
473,8667,Aylluykita,s
14500,22741,kachiyuqta,adj.
2984,11200,Chakrapa,s
6980,15221,sayachina.,v
2113,10320,mamay,s
3510,11730,apamuy,v
3672,11893,kasqa.,v
11701,19942,nanawan.,v
6083,14324,ch'ullpasapam,adj.
3324,11542,chaninwanmi,adj.
3192,11408,Titikakaqa.,s
7376,15617,sach'ata,s
6569,14810,purin.,v
1300,9497,rinanpaq,v
13756,21997,ch'akichispañaqa,adj.
13772,22013,aruwi,s
9987,18228,runaqa,s
5005,13231,rikuspa,v
9102,17343,kunanqa,s
6110,14351,wak,det.
3245,11463,anchatam,adj.
6031,14272,churaykuna.,v
265,8455,rumichata,s
10953,19194,llaqta,s
3771,11992,Piruwmi.,s
10474,18715,Umamanta,s
13881,22122,chuwita,s
12889,21130,paqariyta,adv.
6931,15172,Maki,s
13513,21754,parahina,adj.
5735,13976,llaqtata,s
11620,19861,tarikun.,v
10344,18585,llipt'ayuqta,s
15198,23439,ruranayuqmi,adv.
14566,22807,wayaqachaman,s
14986,23227,qaranakunchik.,v
12063,20304,naq'irqun.,v
2990,11206,mikurqaku.,v
3277,11495,Paniypa,s
4199,12422,taruka,s
14245,22486,purichkanña.,v
10733,18974,Carmenqa,s
9824,18065,"purin,",v
14291,22532,puruñapi,adv.
10171,18412,paqarirqanchik.,v
9738,17979,Punu,s
8799,17040,kasqa.,v
2593,10808,killaqa,s
8971,17212,ñawpaqtaraq,adv.
4772,12996,yachakuqkuna,s
6257,14498,wañuyllam,v
3665,11885,papata,s
11354,19595,"atimuymanchu,",v
6494,14735,mikhuykunata,s
6366,14607,sara,s
14805,23046,mana,adv.
12881,21122,inti,s
13026,21267,uywakunapaq.,s
368,8559,Aranwaywanqa,s
1520,9725,Kirkinchupa,s
15346,23587,huk,adj.
3765,11986,suysunku.,v
2795,11011,Wakchayasqa,adj.
3241,11458,upyay.,v
10658,18899,mak'askunapim,s
539,8733,yapuq,s
11189,19430,kapun;,v
10258,18499,runataqa,s
3148,11364,José,s
15478,23719,qhuru,adj.
6829,15070,sarapa,s
3282,11500,qusanqa,s
10973,19214,Huk,det.
3046,11262,Qilla,adj.
14343,22584,ñiqin,s
14266,22507,allpapi,s
11267,19508,aysa,v
673,8867,chayarqamuy.,v
14949,23190,q'uñillañam.,adj.
2067,10274,papata,s
5115,13345,kasqaku.,v
10520,18761,unuwanraq,s
6098,14339,kicharisqata,adj.
10901,19142,supay,adv.
7591,15832,wasi,s
1212,9409,qawasqaku.,v
13161,21402,Llikllatapas,s
4657,12880,wakamanta,s
13742,21983,pampankunapiqa,adv.
2572,10787,pawarikun.,v
14842,23083,huk,adj.
12130,20371,ch'uñuta,s
13077,21318,mana,adv.
1760,9965,Yarqa,s
3472,11692,ruyrum.,adj.
5490,13727,ch'akiyllapaqmi,v
152,8338,pachayuqkuna,s
4293,12516,Wallpa,s
14551,22792,kutimunku.,v
5190,13422,wakataqa,s
10421,18662,patapi,s
2264,10473,¡Ñanllayta,s
9539,17780,pallakun.,v
13604,21845,wasita,s
14929,23170,Tukulla,s
9959,18200,lirq'uyananpaqqa,v
11775,20016,Tusunaypaqqa,v
1997,10204,hamusqa.,v
14895,23136,chay,adj.
961,9155,Huk,det.
4816,13040,hamuni.,v
1949,10155,Machaypim,s
1526,9731,kirpanata,s
13892,22133,puchupun.,v
4636,12859,yachan.,v
3180,11396,imaymana,adj.
3455,11675,turiypa,s
10211,18452,kasqaku.,v
6046,14287,P'achapi,s
5520,13759,yachachiwanchik.,v
4779,13003,simita,s
14546,22787,q'illu,adj.
12557,20798,ukhukunapi,adv.
4208,12431,rikurimun.,v
4867,13091,Tayta,s
14274,22515,tarpusqa,adj.
15019,23260,patakunapi,s
5692,13933,"rakirquy,",v
11063,19304,qarata,s
6825,15066,chukchanqa,s
8491,16732,Ch'uspapi,s
8305,16546,runatapas,s
4881,13105,huk,det.
9587,17828,Uyarina,v
1915,10121,kawsaykunata,s
14589,22830,ñataq,adv.
10816,19057,sumaq,adj.
1126,9320,¡Sapatuman,s
